Asset Group,Issue Description,Target Resolution Time,Target Resolution Date & Time,Target Duration (Hours),Actual Response Date & Time,Actual Resolution Date & Time,Actual Duration (Minutes),Actual Operation Time(Minutes),Technicians Count,Owning Department,Work Order Department,Status,Priority,Location,Life & Safety Asset,Failure Code,Cause Code,MaintenanceType
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-03-27,168,2023-03-20 17:10:00,2023-03-20 18:37:00,87.0,174.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2023-04-26,168,2023-04-18 15:10:00,2023-04-18 18:05:00,175.0,525.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-05-26,168,2023-05-19 10:20:00,2023-05-19 11:50:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-06-25,168,2023-06-19 01:35:00,2023-06-19 03:05:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2023-07-25,168,2023-07-19 12:05:00,2023-07-19 14:03:00,118.0,236.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-08-24,168,2023-08-14 20:05:00,2023-08-14 21:35:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-09-23,168,2023-09-10 08:35:00,2023-09-10 10:05:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,YEARLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,720|3,2023-10-23,168,2023-10-20 08:40:00,2023-10-20 12:40:00,240.0,720.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-11-22,168,2023-11-12 07:00:00,2023-11-12 08:30:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-12-22,168,2023-12-11 19:05:00,2023-12-11 20:35:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2024-01-21,168,2024-01-15 20:32:00,2024-01-15 22:30:00,118.0,236.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2024-02-20,168,2024-02-14 21:45:00,2024-02-14 23:15:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2024-03-21,168,2024-03-13 13:35:00,2024-03-13 15:05:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2024-04-20,168,2024-04-11 20:35:00,2024-04-11 23:35:00,180.0,540.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-11-27,168,,,,,0,HVAC,,Cancelled,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-12-27,168,,,,,0,HVAC,,Cancelled,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2022-01-31,168,2022-01-26 19:00:00,2022-01-26 20:57:00,117.0,234.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-03-02,168,2022-02-23 15:40:00,2022-02-23 17:05:00,85.0,170.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-04-01,168,2022-03-21 22:20:00,2022-03-21 23:50:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2022-05-01,168,2022-04-26 15:15:00,2022-04-26 18:12:00,177.0,531.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-05-31,168,2022-05-26 14:03:00,2022-05-26 15:30:00,87.0,174.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-06-30,168,2022-06-22 20:33:00,2022-06-22 22:00:00,87.0,174.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2022-07-30,168,2022-07-19 15:01:00,2022-07-19 17:00:00,119.0,238.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-08-29,168,2022-08-22 19:00:00,2022-08-22 20:27:00,87.0,174.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-09-28,168,2022-09-21 14:35:00,2022-09-21 16:02:00,87.0,174.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,YEARLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,720|3,2022-10-28,168,2022-10-18 19:15:00,2022-10-18 23:15:00,240.0,720.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2023-01-26,168,2023-01-17 19:00:00,2023-01-17 21:00:00,120.0,240.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-02-25,168,2023-02-15 19:00:00,2023-02-15 20:30:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-03-27,168,2023-03-20 15:50:00,2023-03-20 17:20:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2023-04-26,168,2023-04-18 15:40:00,2023-04-18 18:35:00,175.0,525.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-05-26,168,2023-05-20 16:25:00,2023-05-20 17:55:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-06-25,168,2023-06-19 00:02:00,2023-06-19 01:32:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2023-07-25,168,2023-07-20 07:00:00,2023-07-20 09:00:00,120.0,240.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-08-24,168,2023-08-15 00:05:00,2023-08-15 01:35:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-09-23,168,2023-09-12 16:40:00,2023-09-12 18:10:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,YEARLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,720|3,2023-10-23,168,2023-10-21 19:05:00,2023-10-21 23:05:00,240.0,720.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-11-22,168,2023-11-12 08:32:00,2023-11-12 10:02:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-12-22,168,2023-12-16 09:40:00,2023-12-16 11:10:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2024-01-21,168,2024-01-14 14:56:00,2024-01-14 16:51:00,115.0,230.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2024-02-20,168,2024-02-13 15:31:00,2024-02-13 17:00:00,89.0,178.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2024-03-21,168,2024-03-13 12:00:00,2024-03-13 13:30:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2024-04-20,168,2024-04-12 20:05:00,2024-04-12 23:05:00,180.0,540.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-11-27,168,,,,,0,HVAC,,Cancelled,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-12-27,168,,,,,0,HVAC,,Cancelled,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2022-01-31,168,2022-01-26 21:00:00,2022-01-26 22:58:00,118.0,236.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-03-02,168,2022-02-24 14:15:00,2022-02-24 15:45:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-04-01,168,2022-03-22 19:02:00,2022-03-22 20:30:00,88.0,176.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2022-05-01,168,2022-04-26 13:20:00,2022-04-26 16:16:00,176.0,528.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-05-31,168,2022-05-26 12:30:00,2022-05-26 13:58:00,88.0,176.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-06-30,168,2022-06-23 19:00:00,2022-06-23 20:29:00,89.0,178.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2022-07-30,168,2022-07-20 07:10:00,2022-07-20 09:09:00,119.0,238.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-08-29,168,2022-08-23 19:00:00,2022-08-23 20:30:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-09-28,168,2022-09-22 19:10:00,2022-09-22 20:40:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,YEARLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,720|3,2022-10-28,168,2022-10-19 19:15:00,2022-10-19 23:14:00,239.0,717.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2023-01-26,168,2023-01-19 19:00:00,2023-01-19 20:58:00,118.0,236.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-02-25,168,2023-02-16 21:15:00,2023-02-16 22:45:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-03-27,168,2023-03-20 22:20:00,2023-03-20 23:50:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2023-04-26,168,2023-04-16 19:00:00,2023-04-16 21:57:00,177.0,531.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-05-26,168,2023-05-20 14:50:00,2023-05-20 16:20:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-06-25,168,2023-06-20 03:45:00,2023-06-20 05:15:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2023-07-25,168,2023-07-20 14:30:00,2023-07-20 16:30:00,120.0,240.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-08-24,168,2023-08-16 03:20:00,2023-08-16 04:50:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-09-23,168,2023-09-12 17:00:00,2023-09-12 18:30:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,YEARLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,720|3,2023-10-23,168,2023-10-17 07:00:00,2023-10-17 11:00:00,240.0,720.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-11-22,168,2023-11-12 10:05:00,2023-11-12 11:35:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-12-22,168,2023-12-10 13:35:00,2023-12-10 15:05:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2024-01-21,168,2024-01-14 16:52:00,2024-01-14 18:46:00,114.0,228.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2024-02-20,168,2024-02-13 16:00:00,2024-02-13 17:28:00,88.0,176.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2024-03-21,168,2024-03-14 15:55:00,2024-03-14 17:25:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2024-04-20,168,2024-04-13 19:00:00,2024-04-13 22:00:00,180.0,540.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-11-27,168,,,,,0,HVAC,,Cancelled,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-12-27,168,,,,,0,HVAC,,Cancelled,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2022-01-31,168,2022-01-27 19:00:00,2022-01-27 20:57:00,117.0,234.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-03-02,168,2022-02-25 16:25:00,2022-02-25 17:53:00,88.0,176.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-04-01,168,2022-03-22 20:40:00,2022-03-22 22:08:00,88.0,176.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2022-05-01,168,2022-04-27 09:00:00,2022-04-27 11:56:00,176.0,528.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-05-31,168,2022-05-27 14:10:00,2022-05-27 15:38:00,88.0,176.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-06-30,168,2022-06-23 19:00:00,2022-06-23 20:29:00,89.0,178.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2022-07-30,168,2022-07-21 14:30:00,2022-07-21 16:30:00,120.0,240.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-08-29,168,2022-08-23 19:00:00,2022-08-23 20:27:00,87.0,174.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-09-28,168,2022-09-22 20:50:00,2022-09-22 22:20:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,YEARLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,720|3,2022-10-28,168,2022-10-21 02:30:00,2022-10-21 06:28:00,238.0,714.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2023-01-26,168,2023-01-19 21:00:00,2023-01-19 22:58:00,118.0,236.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-02-25,168,2023-02-17 04:50:00,2023-02-17 06:18:00,88.0,176.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-03-27,168,2023-03-20 22:15:00,2023-03-20 23:45:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2023-04-26,168,2023-04-16 19:00:00,2023-04-16 22:00:00,180.0,540.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-05-26,168,2023-05-20 16:40:00,2023-05-20 18:10:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-06-25,168,2023-06-20 02:10:00,2023-06-20 03:40:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2023-07-25,168,2023-07-20 07:00:00,2023-07-20 09:00:00,120.0,240.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-08-24,168,2023-08-17 22:29:00,2023-08-17 23:59:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-09-23,168,2023-09-12 17:00:00,2023-09-12 18:30:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,YEARLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,720|3,2023-10-23,168,2023-10-18 07:00:00,2023-10-18 11:00:00,240.0,720.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-11-22,168,2023-11-12 11:40:00,2023-11-12 13:10:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2023-12-22,168,2023-12-10 07:00:00,2023-12-10 08:30:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,3 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,240|2,2024-01-21,168,2024-01-14 13:00:00,2024-01-14 14:55:00,115.0,230.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2024-02-20,168,2024-02-17 13:10:00,2024-02-17 14:41:00,91.0,182.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2024-03-21,168,2024-03-15 15:05:00,2024-03-15 16:35:00,90.0,180.0,2,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,6 MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,540|3,2024-04-20,168,2024-04-10 19:00:00,2024-04-10 22:00:00,180.0,540.0,3,HVAC,,Closed,Urgent,FOURTH FLOOR AREA 009,N,,,PM
AIR HANDLING UNIT-05,MONTHLY PREVENTIVE MAINTENANCE OF AIR HANDLING UNIT-05,180|2,2022-12-25,168,,,,,0,HVAC,,Cancelled,Urgent,FOURTH FLOOR AREA 009,N,,,PM
